hd,jcd,rno,chaku,waku,toban,name,motorNo,boatNo,tenjiT,shinnyu,st,raceTime
260430,24,8,01,1,3265,今　村　　暢　孝,60,77,6.97,1,0.18,1.50.7
260430,24,8,02,2,4257,古　川　　　　健,36,49,6.89,3,0.19,1.52.1
260430,24,8,03,4,3294,野　中　　義　生,21,59,6.88,5,0.19,1.53.6
260430,24,8,04,6,3820,樫　葉　　次　郎,41,51,7.00,2,0.17,1.55.0
260430,24,8,05,5,3619,長谷川　　　　充,38,25,6.94,6,0.18,
260430,24,8,06,3,4431,石　塚　　裕　介,69,18,6.93,4,0.21,
260430,24,9,01,2,4983,前　田　　篤　哉,23,74,6.79,2,0.03,1.49.9
260430,24,9,02,1,4055,吉　田　　俊　彦,71,50,6.95,1,0.06,1.51.8
260430,24,9,03,3,4174,赤　坂　　俊　輔,24,47,6.78,3,0.07,1.52.7
260430,24,9,04,4,4979,中　野　　夢　斗,48,66,6.86,4,0.08,1.54.4
260430,24,9,05,6,4954,内　山　　峻　輔,18,23,6.88,6,0.11,
260430,24,9,06,5,3584,佐々木　　英　樹,46,62,6.88,5,0.13,
260430,24,10,01,2,3516,吉　原　　聖　人,34,67,6.81,2,0.06,1.50.5
260430,24,10,02,3,4580,長谷川　　雅　和,43,55,6.91,3,0.06,1.51.4
260430,24,10,03,6,3703,鳥　飼　　　　眞,25,54,6.93,5,0.11,1.53.6
260430,24,10,04,4,4259,真　庭　　明　志,30,75,6.88,4,0.07,1.54.1
260430,24,10,05,5,3870,寺　嶋　　　　雄,59,72,6.92,6,0.06,
260430,24,10,F,1,4571,菅　　　　章　哉,13,38,6.86,1,F0.07,
260430,24,11,01,4,3912,川　原　　正　明,20,27,6.87,4,0.13,1.50.1
260430,24,11,02,2,4146,柳　橋　　宏　紀,11,70,6.85,2,0.09,1.51.0
260430,24,11,03,6,4889,後　藤　　盛　也,32,33,6.89,6,0.14,1.52.9
260430,24,11,04,1,4718,北　川　　太　一,29,30,6.86,1,0.13,1.53.1
260430,24,11,05,5,4839,四　宮　　与　寛,63,24,6.92,5,0.33,
260430,24,11,06,3,5057,上　田　　紗　奈,50,12,6.82,3,0.14,
260430,24,12,01,1,3906,飯　山　　晃　三,65,69,6.89,1,0.15,1.51.8
260430,24,12,02,2,5236,小　宮　　涼　雅,53,57,6.85,2,0.14,1.52.2
260430,24,12,03,6,5090,生　方　　靖　亜,40,26,6.84,6,0.22,1.53.1
260430,24,12,04,4,5079,大　石　　真　央,44,35,6.90,4,0.19,1.54.8
260430,24,12,05,5,3775,泉　　　　啓　文,26,78,6.93,5,0.22,
260430,24,12,06,3,4813,宮　内　　直　哉,14,43,6.83,3,0.15,
260430,22,1,01,3,4885,大　山　　千　広,14,103,6.80,3,0.11,1.49.6
260430,22,1,02,2,4023,柴　田　　友　和,57,146,6.80,2,0.14,1.50.7
260430,22,1,03,1,4487,三　原　　　　司,29,122,6.83,1,0.09,1.52.2
260430,22,1,04,5,5286,坂　井　　滉　哉,41,115,6.79,5,0.14,1.54.3
260430,22,1,05,6,5268,山　本　　幸　也,55,137,6.85,6,0.17,
260430,22,1,06,4,5392,安　武　　一　也,25,113,6.83,4,0.16,
260430,22,2,01,2,5274,城　間　　盛　渚,62,168,6.82,2,0.23,1.49.1
260430,22,2,02,1,5144,中　尾　　彩　香,20,114,6.84,1,0.32,1.51.8
260430,22,2,03,5,5338,香　月　　大　輝,39,111,6.79,5,0.09,1.52.6
260430,22,2,04,4,5244,黒　田　　　　剛,67,135,6.73,4,0.18,1.53.0
260430,22,2,05,3,5284,嘉手苅　　徹　哉,52,163,6.80,3,0.21,
260430,22,2,06,6,5351,齊　藤　　　　廉,15,106,6.81,6,0.10,
260430,22,3,01,3,5277,井　上　　未　都,42,166,6.82,3,0.13,1.49.2
260430,22,3,02,5,4958,溝　口　　海義也,26,148,6.70,5,0.22,1.50.9
260430,22,3,03,2,4522,古　澤　　光　紀,27,169,6.81,2,0.14,1.52.5
260430,22,3,04,6,4899,占　部　　一　真,56,108,6.85,6,0.24,1.53.7
260430,22,3,05,4,5382,山　下　　心　一,49,131,6.75,4,0.24,
260430,22,3,06,1,4892,柴　田　　直　哉,19,151,6.77,1,0.18,
260430,22,4,01,1,5276,大　島　　隆乃介,47,158,6.74,1,0.11,1.49.6
260430,22,4,02,2,4234,野　相　　弘　司,11,120,6.74,2,0.13,1.51.5
260430,22,4,03,6,5018,竹　下　　大　樹,33,138,6.75,6,0.18,1.52.6
260430,22,4,04,4,5198,奥　村　　明日香,72,174,6.72,4,0.21,1.54.6
260430,22,4,05,3,4424,松　尾　　昂　明,44,109,6.73,3,0.25,
260430,22,4,06,5,5409,宮　本　　琉　正,38,142,6.87,5,0.27,
260430,22,5,01,4,5092,篠　原　　晟　弥,43,170,6.78,4,0.13,1.49.2
260430,22,5,02,1,3747,國　崎　　良　春,63,124,6.78,1,0.09,1.49.8
260430,22,5,03,2,4640,山ノ内　　雅　人,75,147,6.77,2,0.10,1.52.0
260430,22,5,04,5,4487,三　原　　　　司,29,122,6.79,5,0.18,1.53.6
260430,22,5,05,6,4363,大　野　　芳　顕,65,121,6.76,6,0.19,
260430,22,5,06,3,5258,仲　本　　　　舜,66,102,6.81,3,0.08,
260430,22,6,01,6,4848,仲　谷　　颯　仁,16,104,6.81,5,0.09,1.49.1
260430,22,6,02,3,5158,宮　脇　　遼　太,28,105,6.82,3,0.25,1.51.9
260430,22,6,03,2,4957,竹之内　　　　極,54,116,6.83,2,0.13,1.53.6
260430,22,6,04,4,5286,坂　井　　滉　哉,41,115,6.82,4,0.25,1.54.5
260430,22,6,05,1,4588,田　中　　京　介,17,128,6.92,1,0.08,
260430,22,6,06,5,5438,星　田　　夢　結,59,126,6.86,6,0.19,
260430,22,7,01,1,4122,安　東　　幸　治,68,153,6.82,1,0.19,1.49.6
260430,22,7,02,3,4932,新　開　　　　航,71,145,6.84,3,0.15,1.50.7
260430,22,7,03,2,5244,黒　田　　　　剛,67,135,6.79,2,0.15,1.52.0
260430,22,7,04,4,5268,山　本　　幸　也,55,137,6.85,4,0.24,1.53.7
260430,22,7,05,6,5277,井　上　　未　都,42,166,6.88,6,0.21,
260430,22,7,06,5,5192,中　尾　　優　香,40,117,6.94,5,0.19,
260430,22,8,01,1,4256,渡　辺　　浩　司,23,150,6.81,1,0.15,1.49.9
260430,22,8,02,2,5338,香　月　　大　輝,39,111,6.80,2,0.18,1.50.6
260430,22,8,03,3,4773,中　川　　り　な,12,160,6.79,3,0.17,1.52.1
260430,22,8,04,6,4555,富　永　　大　一,37,157,6.80,6,0.21,1.53.9
260430,22,8,05,4,4892,柴　田　　直　哉,19,151,6.78,4,0.29,
260430,22,8,06,5,5392,安　武　　一　也,25,113,6.84,5,0.21,
260430,22,9,01,1,4958,溝　口　　海義也,26,148,6.71,1,0.08,1.48.7
260430,22,9,02,3,4234,野　相　　弘　司,11,120,6.79,3,0.08,1.51.5
260430,22,9,03,6,4236,松　村　　　　敏,53,127,6.82,5,0.11,1.52.3
260430,22,9,04,2,5284,嘉手苅　　徹　哉,52,163,6.79,2,0.12,1.53.4
260430,22,9,05,5,4023,柴　田　　友　和,57,146,6.84,6,0.22,
260430,22,9,06,4,4640,山ノ内　　雅　人,75,159,6.79,4,0.14,
260430,22,10,01,1,4079,出　畑　　孝　典,61,171,6.81,1,0.08,1.50.0
260430,22,10,02,2,5081,篠　原　　飛　翔,22,173,6.77,2,0.08,1.51.0
260430,22,10,03,3,4363,大　野　　芳　顕,65,121,6.82,3,0.05,1.52.9
260430,22,10,04,4,5308,藤　森　　拓　海,74,101,6.84,4,0.11,1.54.2
260430,22,10,05,5,4848,仲　谷　　颯　仁,16,104,6.83,5,0.13,
260430,22,10,06,6,5198,奥　村　　明日香,72,174,6.79,6,0.16,
260430,22,11,01,1,4679,植　田　　太　一,34,165,6.85,1,0.11,1.50.4
260430,22,11,02,4,5018,竹　下　　大　樹,33,138,6.77,4,0.16,1.51.6
260430,22,11,03,5,4588,田　中　　京　介,17,128,6.88,5,0.19,1.53.0
260430,22,11,04,3,5212,西　川　　拓　利,30,154,6.77,3,0.11,1.53.4
260430,22,11,05,6,4684,楠　原　　翔　太,58,139,6.85,6,0.22,
260430,22,11,06,2,5192,中　尾　　優　香,40,117,6.86,2,0.15,
260430,22,12,01,1,4932,新　開　　　　航,71,145,6.81,1,0.12,1.48.3
260430,22,12,02,5,5092,篠　原　　晟　弥,43,170,6.85,5,0.13,1.50.3
260430,22,12,03,2,4256,渡　辺　　浩　司,23,150,6.84,2,0.17,1.52.0
260430,22,12,04,4,4424,松　尾　　昂　明,44,109,6.79,4,0.19,1.53.3
260430,22,12,05,3,4522,古　澤　　光　紀,27,169,6.88,3,0.14,
260430,22,12,06,6,5158,宮　脇　　遼　太,28,105,6.75,6,0.19,
260430,21,1,01,1,4709,岡　村　　将　也,20,161,6.69,1,0.07,1.48.0
260430,21,1,02,2,4861,田　中　　宏　樹,50,142,6.70,2,0.09,1.49.4
260430,21,1,03,3,3714,梶　原　　　　正,49,152,6.76,3,0.07,1.51.0
260430,21,1,04,5,3722,西　村　　秀　樹,26,128,6.72,5,0.18,1.52.0
260430,21,1,05,4,3928,林　　　　恵　祐,24,147,6.76,4,0.14,
260430,21,1,06,6,4393,田　中　　孝　明,52,162,6.70,6,0.20,
260430,21,2,01,1,4155,長　野　　壮志郎,45,133,6.70,1,0.05,1.47.5
260430,21,2,02,4,4551,三　川　　昂　暁,28,130,6.70,4,0.08,1.48.2
260430,21,2,03,2,4022,待　鳥　　雄　紀,58,141,6.72,2,0.05,1.49.5
260430,21,2,04,3,3434,松　尾　　宣　邦,27,169,6.76,3,0.07,1.50.8
260430,21,2,05,6,5337,出　畑　　孝　成,22,155,6.76,6,0.12,
260430,21,2,06,5,4180,上　野　　秀　和,38,148,6.74,5,0.10,
260430,21,3,01,1,4351,里　岡　　右　貴,59,132,6.69,1,0.06,1.46.3
260430,21,3,02,5,4371,西　山　　貴　浩,41,159,6.72,5,0.13,1.48.3
260430,21,3,03,2,4151,下　河　　誉　史,29,111,6.71,2,0.13,1.49.5
260430,21,3,04,3,4674,池　田　　剛　規,51,139,6.73,3,0.09,1.51.4
260430,21,3,05,4,4367,山　口　　修　路,18,168,6.66,4,0.29,
260430,21,3,06,6,3726,桂　林　　　　寛,54,164,6.79,6,0.15,
260430,21,4,01,1,4477,篠　崎　　仁　志,15,127,6.62,1,0.10,1.46.4
260430,21,4,02,4,4513,河　野　　真　也,43,153,6.61,4,0.14,1.47.6
260430,21,4,03,3,4638,小　林　　遼　太,44,116,6.64,3,0.10,1.49.9
260430,21,4,04,2,3566,川　添　　英　正,12,137,6.70,2,0.12,1.51.1
260430,21,4,05,6,5219,森　口　　和　紀,34,146,6.63,6,0.15,
260430,21,4,06,5,5104,山　田　　　　丈,36,150,6.72,5,0.17,
260430,21,5,01,1,4148,枝　尾　　　　賢,21,140,6.69,1,0.16,1.47.3
260430,21,5,02,3,3514,山　一　　鉄　也,17,158,6.75,3,0.18,1.48.1
260430,21,5,03,5,4506,稗　田　　聖　也,33,154,6.70,5,0.13,1.48.7
260430,21,5,04,4,5209,小　野　　京　平,42,165,6.76,4,0.25,1.50.6
260430,21,5,05,2,5263,花　田　　凱　成,40,167,6.71,2,0.23,
260430,21,5,06,6,4193,郷　原　　章　平,9,120,6.72,6,0.30,
260430,21,6,01,5,5029,中　　　　亮　太,56,151,6.63,5,0.17,1.46.3
260430,21,6,02,3,4288,永　田　　啓　二,32,157,6.72,2,0.21,1.48.9
260430,21,6,03,4,4393,田　中　　孝　明,52,162,6.75,4,0.22,1.50.6
260430,21,6,04,2,4180,上　野　　秀　和,38,148,6.71,3,0.24,1.51.4
260430,21,6,05,1,3722,西　村　　秀　樹,26,128,6.67,1,0.24,
260430,21,6,06,6,5093,浦　野　　　　海,16,149,6.68,6,0.26,
260430,21,7,01,1,3928,林　　　　恵　祐,24,147,6.74,1,0.10,1.48.7
260430,21,7,02,3,4151,下　河　　誉　史,29,111,6.74,3,0.07,1.50.2
260430,21,7,03,6,3352,小　川　　晃　司,53,163,6.79,6,0.26,1.51.2
260430,21,7,04,4,5107,松　本　　真　広,37,131,6.66,4,0.15,1.51.2
260430,21,7,05,5,4022,待　鳥　　雄　紀,58,141,6.73,5,0.13,
260430,21,7,06,2,5328,井　上　　慧　人,57,166,6.68,2,0.08,
260430,21,8,01,4,4463,三　苫　　晃　幸,48,144,6.72,4,0.27,1.55.4
260430,21,8,02,3,4451,松　崎　　祐太郎,11,170,6.68,3,0.34,1.58.2
260430,21,8,03,1,4866,橋　本　　英　一,46,138,6.70,1,0.19,2.00.7
260430,21,8,04,5,3434,松　尾　　宣　邦,27,169,6.75,5,0.24,2.02.8
260430,21,8,05,6,5104,山　田　　　　丈,36,150,6.73,6,0.30,
260430,21,8,S0,2,5330,安河内　　鈴之介,14,129,6.68,2,0.18,
260430,21,9,01,1,4193,郷　原　　章　平,9,120,6.72,1,0.04,1.47.3
260430,21,9,02,3,4371,西　山　　貴　浩,41,159,6.68,3,0.11,1.48.9
260430,21,9,03,6,4551,三　川　　昂　暁,28,130,6.64,6,0.18,1.50.2
260430,21,9,04,5,5337,出　畑　　孝　成,22,155,6.62,5,0.18,1.51.9
260430,21,9,05,2,3714,梶　原　　　　正,49,152,6.79,2,0.09,
260430,21,9,06,4,4638,小　林　　遼　太,44,116,6.66,4,0.20,
260430,21,10,01,1,4506,稗　田　　聖　也,33,154,6.68,1,0.09,1.46.4
260430,21,10,02,2,4288,永　田　　啓　二,32,157,6.75,2,0.11,1.49.0
260430,21,10,03,3,4148,枝　尾　　　　賢,21,140,6.69,3,0.15,1.50.3
260430,21,10,04,4,4674,池　田　　剛　規,51,139,6.71,4,0.10,1.51.2
260430,21,10,05,5,3566,川　添　　英　正,12,137,6.74,5,0.14,
260430,21,10,06,6,4709,岡　村　　将　也,20,161,6.74,6,0.17,
260430,21,11,01,1,4513,河　野　　真　也,43,153,6.63,1,0.18,1.47.5
260430,21,11,02,4,4351,里　岡　　右　貴,59,132,6.67,4,0.11,1.48.1
260430,21,11,03,2,5029,中　　　　亮　太,56,151,6.64,2,0.16,1.49.5
260430,21,11,04,5,4477,篠　崎　　仁　志,15,127,6.64,5,0.15,1.50.3
260430,21,11,05,6,5330,安河内　　鈴之介,14,129,6.75,6,0.18,
260430,21,11,06,3,4155,長　野　　壮志郎,45,133,6.67,3,0.17,
260430,21,12,01,2,4831,羽　野　　直　也,31,143,6.67,2,0.28,1.47.9
260430,21,12,02,4,4736,高　倉　　和　士,13,160,6.65,4,0.15,1.48.8
260430,21,12,03,1,4544,松　田　　大志郎,35,145,6.65,1,0.23,1.50.1
260430,21,12,04,6,4189,川　上　　　　剛,55,135,6.67,6,0.13,1.51.1
260430,21,12,05,5,5028,原　田　　才一郎,60,136,6.70,5,0.16,
260430,21,12,06,3,4100,松　田　　隆　司,30,156,6.69,3,0.26,
260430,19,1,01,6,4822,百　武　　　　翔,62,53,6.90,2,0.18,1.49.4
260430,19,1,02,1,4041,小　林　　基　樹,13,38,6.79,1,0.23,1.50.7
260430,19,1,03,4,5375,庄　島　　潤　成,23,48,6.89,5,0.16,1.52.8
260430,19,1,04,3,3224,栗　山　　繁　洋,64,30,6.83,3,0.12,1.54.3
260430,19,1,05,5,4271,川　崎　　公　靖,61,23,6.86,6,0.16,
260430,19,1,06,2,5067,山　田　　真　聖,35,27,6.85,4,0.14,
260430,19,2,01,2,4323,山　田　　佑　樹,73,32,6.84,2,0.19,1.48.8
260430,19,2,02,1,5106,山　崎　　　　祥,33,47,6.82,1,0.24,1.49.9
260430,19,2,03,3,4158,木　場　　雄二郎,54,21,6.81,3,0.17,1.52.0
260430,19,2,04,4,5336,瀬　川　　大　地,72,24,6.84,4,0.18,1.53.1
260430,19,2,05,5,4336,松　田　　竜　馬,20,36,6.81,5,0.14,
260430,19,2,06,6,5387,戸　田　　海咲音,68,29,6.85,6,0.16,
260430,19,3,01,1,4567,上　村　　慎太郎,34,34,6.75,1,0.27,1.49.4
260430,19,3,02,2,4871,菊　池　　宏　志,24,39,6.77,2,0.28,1.50.5
260430,19,3,03,3,4064,原　田　　篤　志,53,41,6.84,3,0.22,1.51.3
260430,19,3,04,4,3878,胡　本　　悟　志,60,13,6.86,4,0.41,1.53.5
260430,19,3,05,5,4014,片　岡　　恵　里,65,17,6.81,5,0.15,
260430,19,3,06,6,5397,寺　田　　夢　生,38,18,6.76,6,0.12,
260430,19,4,01,3,5058,前　原　　大　道,26,45,6.77,3,0.10,1.47.4
260430,19,4,02,2,4264,長　尾　　章　平,39,31,6.76,2,0.13,1.49.8
260430,19,4,03,1,4425,大　井　　清　貴,46,20,6.86,1,0.11,1.52.4
260430,19,4,04,6,4263,武　重　　雄　介,21,19,6.86,5,0.16,1.54.0
260430,19,4,05,5,5406,小　畑　　楓　夏,25,54,6.79,4,0.08,
260430,19,4,06,4,5391,出　穂　　和　鼓,44,16,6.83,6,0.18,
260430,19,5,01,1,5145,島　川　　海　輝,49,42,6.78,1,0.21,1.57.3
260430,19,5,02,3,4846,佐　藤　　駿　介,69,51,6.78,3,0.19,1.59.6
260430,19,5,03,6,5027,重　冨　　勇　哉,37,22,6.88,6,0.27,2.02.2
260430,19,5,04,5,4950,高　岡　　竜　也,19,52,6.75,5,0.18,2.06.4
260430,19,5,05,2,3901,松　田　　憲　幸,15,25,6.91,2,0.22,
260430,19,5,S0,4,5026,安河内　　　　健,29,55,6.80,4,0.15,
260430,19,6,01,4,3574,大　神　　康　司,63,37,6.87,2,0.15,1.49.4
260430,19,6,02,2,5231,寺　田　　空　詩,47,56,6.81,3,0.21,1.51.0
260430,19,6,03,6,4396,大　田　　直　弥,31,11,6.80,6,0.21,1.52.7
260430,19,6,04,1,3224,栗　山　　繁　洋,64,30,6.79,1,0.31,1.54.9
260430,19,6,05,3,5123,福　山　　恵里奈,57,35,6.81,4,0.17,
260430,19,6,06,5,5387,戸　田　　海咲音,68,29,6.86,5,0.26,
260430,19,7,01,6,4361,柳　生　　泰　二,18,43,6.81,4,0.08,1.48.7
260430,19,7,02,4,5067,山　田　　真　聖,35,27,6.89,5,0.11,1.50.0
260430,19,7,03,1,4521,小　池　　公　生,32,46,6.87,1,0.21,1.51.4
260430,19,7,04,2,4724,吉　田　　祐　貴,66,44,6.87,3,0.18,1.53.4
260430,19,7,05,3,3473,石　川　　真　二,22,50,6.88,2,0.18,
260430,19,7,06,5,5397,寺　田　　夢　生,38,18,6.79,6,0.07,
260430,19,8,01,1,4000,松　本　　博　昭,11,12,6.82,1,0.09,1.49.0
260430,19,8,02,4,3961,谷　村　　一　哉,42,33,6.87,4,0.09,1.50.4
260430,19,8,03,5,5124,上　瀧　　絢　也,55,14,6.80,5,0.08,1.52.3
260430,19,8,04,3,3878,胡　本　　悟　志,60,13,6.88,3,0.04,1.53.9
260430,19,8,05,2,3471,赤　峰　　和　也,45,26,6.87,2,0.09,
260430,19,8,06,6,5406,小　畑　　楓　夏,25,54,6.85,6,0.15,
260430,19,9,01,1,4703,森　永　　　　隆,36,28,6.82,1,0.22,1.48.9
260430,19,9,02,5,4871,菊　池　　宏　志,24,39,6.79,5,0.18,1.50.4
260430,19,9,03,3,5026,安河内　　　　健,29,55,6.85,3,0.25,1.52.2
260430,19,9,04,2,4017,向　井　　美　鈴,52,49,6.78,2,0.26,1.53.0
260430,19,9,05,4,4041,小　林　　基　樹,13,38,6.78,4,0.35,
260430,19,9,06,6,5391,出　穂　　和　鼓,44,16,6.87,6,0.23,
260430,19,10,01,1,3574,大　神　　康　司,63,37,6.84,1,0.20,1.49.8
260430,19,10,02,4,4425,大　井　　清　貴,46,20,6.90,4,0.16,1.51.2
260430,19,10,03,2,4009,小　林　　一　樹,16,40,6.84,2,0.19,1.51.9
260430,19,10,04,6,4980,佐々木　　完　太,43,15,6.82,6,0.18,1.53.3
260430,19,10,05,5,4323,山　田　　佑　樹,73,32,6.79,5,0.17,
260430,19,10,06,3,4567,上　村　　慎太郎,34,34,6.78,3,0.21,
260430,19,11,01,4,4271,川　崎　　公　靖,61,23,6.84,4,0.12,1.49.9
260430,19,11,02,5,5231,寺　田　　空　詩,47,56,6.88,5,0.14,1.50.9
260430,19,11,03,1,4264,長　尾　　章　平,39,31,6.83,1,0.22,1.51.9
260430,19,11,04,6,4336,松　田　　竜　馬,20,36,6.83,6,0.13,1.52.7
260430,19,11,05,2,4014,片　岡　　恵　里,65,17,6.83,2,0.19,
260430,19,11,06,3,5145,島　川　　海　輝,49,42,6.76,3,0.30,
260430,19,12,01,1,4064,原　田　　篤　志,53,41,6.78,1,0.18,1.53.6
260430,19,12,02,2,4396,大　田　　直　弥,31,11,6.85,2,0.20,1.56.0
260430,19,12,03,5,4822,百　武　　　　翔,62,53,6.87,3,0.18,1.57.7
260430,19,12,04,4,4950,高　岡　　竜　也,19,52,6.76,5,0.14,2.00.5
260430,19,12,05,6,5058,前　原　　大　道,26,45,6.79,6,0.15,
260430,19,12,S1,3,4000,松　本　　博　昭,11,12,6.81,4,0.17,
260430,18,1,01,1,4601,森　野　　正　弘,38,49,6.92,1,0.17,1.50.3
260430,18,1,02,2,4562,阪　本　　勇　介,58,72,6.92,2,0.24,1.52.2
260430,18,1,03,3,3581,加　木　　　　郁,35,55,6.98,3,0.17,1.53.9
260430,18,1,04,5,4226,村　田　　浩　司,33,25,6.93,5,0.15,1.54.7
260430,18,1,05,6,4368,山　口　　隆　史,70,29,6.99,6,0.20,
260430,18,1,06,4,4251,川　崎　　誠　志,71,38,7.02,4,0.16,
260430,18,2,01,5,4817,渡　邉　　　　翼,47,58,7.00,5,0.09,1.51.2
260430,18,2,02,2,4485,楠　原　　正　剛,54,46,6.89,2,0.12,1.52.0
260430,18,2,03,1,4237,大　峯　　　　豊,55,62,6.93,1,0.14,1.53.7
260430,18,2,04,6,4108,吉　村　　正　明,44,40,6.95,6,0.15,1.55.2
260430,18,2,05,4,4406,幸　野　　史　明,42,64,6.95,4,0.09,
260430,18,2,06,3,4179,広　次　　　　修,73,16,6.95,3,0.11,
260430,18,3,01,1,4319,三　宅　　　　潤,34,74,6.91,1,0.07,1.51.1
260430,18,3,02,3,4324,海　野　　康志郎,68,18,6.95,3,0.11,1.53.3
260430,18,3,03,2,5000,岡　本　　翔太郎,72,32,6.85,2,0.11,1.53.8
260430,18,3,04,5,3951,石　川　　吉　鎬,40,15,6.96,5,0.21,1.54.4
260430,18,3,05,6,3976,内　田　　　　圭,74,22,7.00,6,0.19,
260430,18,3,06,4,5109,川　崎　　智　稔,51,54,6.94,4,0.19,
260430,18,4,01,1,4710,福　田　　宗　平,32,24,6.94,1,0.10,1.49.7
260430,18,4,02,2,4015,前　野　　竜　一,48,41,6.98,2,0.07,1.52.5
260430,18,4,03,5,4138,中　井　　俊　祐,75,47,6.99,5,0.07,1.54.1
260430,18,4,04,4,5083,柳　瀬　　幹　太,53,66,6.84,4,0.08,1.54.4
260430,18,4,05,3,3866,木　山　　誠　一,50,33,7.02,3,0.05,
260430,18,4,06,6,5403,藤　山　　湧　太,62,35,6.92,6,0.23,
260430,18,5,01,1,3684,清　水　　攻　二,37,26,6.99,1,0.07,2.01.1
260430,18,5,02,2,4226,村　田　　浩　司,33,25,6.94,2,0.06,2.04.6
260430,18,5,03,6,3875,廣　中　　良　一,49,14,6.97,6,0.18,2.07.3
260430,18,5,04,4,3458,東　　　　健　介,64,67,7.03,4,0.25,2.09.3
260430,18,5,05,5,5388,佐　野　　優　都,39,37,6.93,5,0.05,
260430,18,5,S1,3,4357,田　中　　和　也,56,13,6.97,3,0.15,
260430,18,6,01,1,5041,荒　牧　　凪　沙,41,12,6.91,1,0.09,1.50.9
260430,18,6,02,4,4475,末　永　　祐　輝,36,57,6.90,4,0.08,1.52.2
260430,18,6,03,2,3587,武　田　　信　一,60,36,7.03,2,0.08,1.53.9
260430,18,6,04,3,4817,渡　邉　　　　翼,47,58,7.02,3,0.04,1.54.7
