hd,jcd,rno,chaku,waku,toban,name,motorNo,boatNo,tenjiT,shinnyu,st,raceTime
251130,22,7,02,5,4500,山　田　　康　二,64,173,6.88,5,0.09,1.50.7
251130,22,7,03,6,4566,塩　田　　北　斗,74,154,6.87,6,0.06,1.52.4
251130,22,7,04,4,4445,宮　地　　元　輝,26,149,6.82,4,0.08,1.54.0
251130,22,7,05,3,4682,大　上　　卓　人,69,123,6.88,3,0.11,1.55.3
251130,22,7,06,1,4719,上　條　　暢　嵩,47,144,6.81,1,0.15,1.57.1
251130,22,8,01,4,3435,寺　田　　千　恵,71,138,7.00,4,0.10,1.49.5
251130,22,8,02,6,4590,渡　邉　　優　美,35,129,6.91,6,0.14,1.51.2
251130,22,8,03,3,4530,小　野　　生　奈,20,134,6.90,3,0.10,1.51.8
251130,22,8,04,1,4433,川　野　　芽　唯,53,120,6.91,1,0.16,1.53.7
251130,22,8,05,2,4884,勝　浦　　真　帆,39,170,6.94,2,0.08,1.53.9
251130,22,8,06,5,4963,實　森　　美　祐,72,106,6.91,5,0.15,1.54.5
251130,22,9,01,1,4013,中　島　　孝　平,44,111,6.93,1,0.06,1.48.4
251130,22,9,02,2,4350,篠　崎　　元　志,70,109,6.89,2,0.05,1.49.6
251130,22,9,03,4,5084,末　永　　和　也,11,172,6.90,4,0.13,1.50.6
251130,22,9,04,3,4344,新　田　　雄　史,30,125,6.94,3,0.08,1.51.6
251130,22,9,05,5,4444,桐　生　　順　平,22,169,6.93,5,0.18,1.52.4
251130,22,9,06,6,4237,大　峯　　　　豊,21,143,6.85,6,0.15,1.55.6
251130,22,10,01,4,4238,毒　島　　　　誠,25,160,6.87,4,0.12,1.48.3
251130,22,10,02,2,4524,深　谷　　知　博,50,148,6.86,2,0.08,1.49.4
251130,22,10,03,6,4320,峰　　　　竜　太,46,115,6.85,6,0.15,1.51.3
251130,22,10,04,5,4371,西　山　　貴　浩,38,133,6.89,5,0.16,1.52.0
251130,22,10,05,1,4024,井　口　　佳　典,54,108,6.80,1,0.12,1.53.3
251130,22,10,06,3,4166,吉　田　　拡　郎,29,116,6.83,3,0.10,1.56.3
251130,22,11,01,4,4482,守　屋　　美　穂,18,122,6.86,4,0.13,1.48.8
251130,22,11,02,2,4450,平　高　　奈　菜,51,117,6.87,2,0.13,1.51.0
251130,22,11,03,1,4502,遠　藤　　エ　ミ,27,114,6.93,1,0.09,1.51.9
251130,22,11,04,6,4123,細　川　　裕　子,75,105,6.95,6,0.22,1.52.8
251130,22,11,05,3,4961,西　橋　　奈　未,32,127,6.92,3,0.20,1.54.2
251130,22,11,06,5,4387,平　山　　智　加,24,103,6.93,5,0.20,1.55.1
251130,22,12,01,2,4205,山　口　　　　剛,40,161,6.87,2,0.09,1.48.2
251130,22,12,02,1,3941,池　田　　浩　二,58,167,6.86,1,0.04,1.49.3
251130,22,12,03,5,4573,佐　藤　　　　翼,42,147,6.85,5,0.22,1.51.4
251130,22,12,04,6,4418,茅　原　　悠　紀,41,158,6.83,6,0.23,1.52.5
251130,22,12,05,4,4262,馬　場　　貴　也,56,132,6.83,4,0.19,1.53.2
251130,22,12,06,3,4851,関　　　　浩　哉,45,141,6.86,3,0.12,1.54.2
251130,21,1,01,1,5118,野　田　　なづき,15,147,6.72,1,0.18,1.48.3
251130,21,1,02,2,3357,福　島　　陽　子,33,163,6.77,2,0.20,1.50.0
251130,21,1,03,6,5165,小　林　　愛　実,43,128,6.79,6,0.23,1.51.6
251130,21,1,04,5,4765,野田部　　宏　子,20,117,6.78,4,0.14,1.52.9
251130,21,1,05,3,5314,中　曽　　瑠　華,50,170,6.82,3,0.26,
251130,21,1,06,4,5367,赤　松　　咲　香,25,167,6.78,5,0.20,
251130,21,2,01,1,4653,小　野　　達　哉,5,137,6.70,1,0.18,1.48.2
251130,21,2,02,3,3911,鈴　木　　　　猛,13,131,6.75,3,0.12,1.49.0
251130,21,2,03,2,4666,日　笠　　勝　弘,22,113,6.71,2,0.18,1.50.3
251130,21,2,04,5,4004,山　本　　浩　輔,19,158,6.71,5,0.14,1.51.6
251130,21,2,05,6,3935,岩　津　　徹　郎,7,136,6.75,6,0.14,
251130,21,2,06,4,3406,中　里　　英　夫,11,132,6.75,4,0.16,
251130,21,3,01,2,3932,池　田　　浩　美,37,165,6.77,2,0.19,1.48.0
251130,21,3,02,5,5193,米　丸　　乃　絵,26,114,6.73,5,0.25,1.48.6
251130,21,3,03,4,4997,濱　崎　　寿里矢,10,159,6.80,4,0.26,1.50.8
251130,21,3,04,3,4117,廣　中　　智紗衣,54,156,6.81,3,0.22,1.51.3
251130,21,3,05,1,4927,関　野　　　　文,27,141,6.72,1,0.11,
251130,21,3,06,6,3474,松　瀬　　弘　美,46,123,6.72,6,0.24,
251130,21,4,01,1,4460,後　藤　　翔　之,45,130,6.71,1,0.16,1.47.1
251130,21,4,02,5,5009,大　賀　　龍之介,60,111,6.73,5,0.17,1.49.7
251130,21,4,03,3,4041,小　林　　基　樹,2,161,6.83,3,0.19,1.51.0
251130,21,4,04,2,3350,藤　本　　佳　史,31,160,6.75,2,0.13,1.51.4
251130,21,4,05,6,4991,宗　行　　治　哉,34,134,6.77,6,0.31,
251130,21,4,06,4,5273,山　下　　拓　巳,39,118,6.77,4,0.27,
251130,21,5,01,3,4011,堀之内　　紀代子,9,151,6.66,3,0.19,1.46.8
251130,21,5,02,2,5118,野　田　　なづき,15,147,6.72,2,0.21,1.49.5
251130,21,5,03,1,4764,小　池　　礼　乃,41,140,6.76,1,0.17,1.51.6
251130,21,5,04,5,4098,赤　澤　　文　香,42,122,6.83,5,0.24,1.52.3
251130,21,5,05,4,5314,中　曽　　瑠　華,50,170,6.79,4,0.18,
251130,21,5,06,6,3580,水　口　　由　紀,8,126,6.76,6,0.26,
251130,21,6,01,3,4683,向井田　　直　弥,17,125,6.55,6,0.03,1.48.0
251130,21,6,02,2,3265,今　村　　暢　孝,6,115,6.77,2,0.07,1.48.8
251130,21,6,03,1,3948,大　町　　利　克,28,154,6.80,1,0.07,1.50.5
251130,21,6,04,5,4420,津久井　　拓　也,18,120,6.72,3,0.04,1.51.4
251130,21,6,05,4,4004,山　本　　浩　輔,19,158,6.68,5,0.11,
251130,21,6,06,6,3612,馬　袋　　義　則,36,133,6.78,4,0.07,
251130,21,7,01,4,5281,井　上　　遥　妃,21,162,6.72,4,0.06,1.46.7
251130,21,7,02,2,4845,前　田　　紗　希,52,148,6.73,2,0.06,1.49.0
251130,21,7,03,6,4117,廣　中　　智紗衣,54,156,6.75,6,0.19,1.50.3
251130,21,7,04,5,5165,小　林　　愛　実,43,128,6.78,5,0.19,1.51.0
251130,21,7,05,1,4525,真　子　　奈津実,32,150,6.73,1,0.15,
251130,21,7,06,3,4997,濱　崎　　寿里矢,10,159,6.76,3,0.16,
251130,21,8,01,1,3713,伊　藤　　誠　二,12,153,6.76,1,0.19,1.47.7
251130,21,8,02,4,4983,前　田　　篤　哉,44,116,6.65,4,0.16,1.48.6
251130,21,8,03,2,5009,大　賀　　龍之介,60,111,6.71,2,0.18,1.50.9
251130,21,8,04,3,3538,菊　池　　峰　晴,59,157,6.75,3,0.17,1.51.0
251130,21,8,05,5,3911,鈴　木　　　　猛,13,131,6.75,5,0.15,
251130,21,8,06,6,3822,平　尾　　崇　典,49,152,6.72,6,0.22,
251130,21,9,01,2,5193,米　丸　　乃　絵,26,114,6.75,2,0.11,1.46.2
251130,21,9,02,3,5144,中　尾　　彩　香,38,144,6.75,3,0.15,1.49.4
251130,21,9,03,5,3474,松　瀬　　弘　美,46,123,6.75,5,0.16,1.50.4
251130,21,9,04,1,4098,赤　澤　　文　香,42,122,6.81,1,0.14,1.51.4
251130,21,9,05,4,4764,小　池　　礼　乃,41,140,6.76,4,0.17,
251130,21,9,06,6,5415,阿　部　　未　侑,23,169,6.78,6,0.28,
251130,21,10,01,3,5273,山　下　　拓　巳,39,118,6.76,3,0.16,1.48.0
251130,21,10,02,1,3406,中　里　　英　夫,11,132,6.82,1,0.17,1.49.5
251130,21,10,03,2,4523,中　村　　辰　也,4,164,6.76,2,0.15,1.50.7
251130,21,10,04,4,4666,日　笠　　勝　弘,22,113,6.79,4,0.24,1.53.1
251130,21,10,05,5,4155,長　野　　壮志郎,1,166,6.74,5,0.36,
251130,21,10,S1,6,4420,津久井　　拓　也,18,120,6.74,6,0.26,
251130,21,11,01,1,4773,中　川　　り　な,48,124,6.73,1,0.17,1.46.8
251130,21,11,02,2,5281,井　上　　遥　妃,21,162,6.79,2,0.14,1.48.4
251130,21,11,03,4,4927,関　野　　　　文,27,141,6.82,4,0.15,1.50.7
251130,21,11,04,5,3580,水　口　　由　紀,8,126,6.85,5,0.19,1.52.0
251130,21,11,05,6,4011,堀之内　　紀代子,9,151,6.65,6,0.19,
251130,21,11,06,3,3357,福　島　　陽　子,33,163,6.83,3,0.15,
251130,21,12,01,1,3265,今　村　　暢　孝,6,115,6.81,1,0.13,1.48.4
251130,21,12,02,5,4653,小　野　　達　哉,5,137,6.78,5,0.17,1.49.5
251130,21,12,03,4,4460,後　藤　　翔　之,45,130,6.75,4,0.12,1.51.1
251130,21,12,04,3,3822,平　尾　　崇　典,49,152,6.77,3,0.26,1.51.3
251130,21,12,05,6,4983,前　田　　篤　哉,44,116,6.74,6,0.18,
251130,21,12,06,2,3612,馬　袋　　義　則,36,133,6.83,2,0.14,
251130,20,1,01,1,4268,和　合　　俊　介,9,51,6.87,1,0.13,1.51.3
251130,20,1,02,4,3928,林　　　　恵　祐,48,39,6.88,4,0.18,1.52.5
251130,20,1,03,5,4592,小　林　　孝　弘,51,59,6.84,5,0.11,1.53.5
251130,20,1,04,3,4861,田　中　　宏　樹,8,67,6.79,3,0.11,1.55.0
251130,20,1,05,6,3981,今　坂　　晃　広,55,49,6.89,6,0.16,
251130,20,1,06,2,4562,阪　本　　勇　介,24,17,6.81,2,0.16,
251130,20,2,01,5,4624,高　田　　　　明,22,25,6.84,5,0.06,1.50.9
251130,20,2,02,1,4527,高　野　　心　吾,21,33,6.83,1,0.11,1.51.4
251130,20,2,03,6,5271,杉　山　　太　陽,25,75,6.84,6,0.09,1.53.1
251130,20,2,04,2,4962,畑　　　　竜　生,17,69,6.82,2,0.14,1.53.4
251130,20,2,05,3,3878,胡　本　　悟　志,41,47,6.83,3,0.12,
251130,20,2,06,4,4176,樋　口　　喜　彦,53,36,6.91,4,0.11,
251130,20,3,01,4,5121,定　松　　勇　樹,37,52,6.78,3,0.10,1.50.9
251130,20,3,02,5,4241,大　串　　重　幸,23,57,6.85,4,0.12,1.52.4
251130,20,3,03,3,5161,登　玉　　隼　百,11,23,6.89,5,0.21,1.53.5
251130,20,3,04,6,4823,中　村　　桃　佳,32,15,6.82,6,0.18,1.54.3
251130,20,3,05,2,5286,坂　井　　滉　哉,35,34,6.87,2,0.12,
251130,20,3,06,1,5194,大久保　　佑　香,16,19,6.85,1,0.15,
251130,20,4,01,3,4610,佐　藤　　大　佑,6,73,6.92,3,0.06,1.50.7
251130,20,4,02,4,3579,中　里　　優　子,50,11,6.91,4,0.14,1.53.1
251130,20,4,03,1,3777,樋　口　　　　亮,26,74,6.87,1,0.18,1.54.1
251130,20,4,04,5,5239,上　野　　俊　樹,33,31,6.84,5,0.18,1.54.6
251130,20,4,05,2,4691,水　原　　　　慎,7,13,6.90,2,0.09,
251130,20,4,06,6,3776,横　井　　健　太,19,30,6.86,6,0.29,
251130,20,5,01,1,3978,齊　藤　　　　仁,47,46,6.83,1,0.11,1.51.6
251130,20,5,02,2,3874,山　本　　寛　久,40,12,6.81,2,0.08,1.52.3
251130,20,5,03,6,4283,石　井　　裕　美,36,35,6.84,6,0.21,1.53.9
251130,20,5,04,3,4592,小　林　　孝　弘,51,59,6.85,3,0.11,1.54.1
251130,20,5,05,4,5017,澤　田　　尚　也,39,68,6.82,4,0.17,
251130,20,5,06,5,4562,阪　本　　勇　介,24,17,6.85,5,0.18,
251130,20,6,01,1,4264,長　尾　　章　平,34,38,6.81,1,0.22,1.50.5
251130,20,6,02,2,3878,胡　本　　悟　志,41,47,6.87,2,0.22,1.51.7
251130,20,6,03,5,4019,笠　原　　　　亮,1,45,6.89,5,0.23,1.53.5
251130,20,6,04,6,4994,山　本　　梨　菜,20,56,6.78,6,0.24,1.53.8
251130,20,6,05,4,4268,和　合　　俊　介,9,51,6.90,4,0.21,
251130,20,6,06,3,3928,林　　　　恵　祐,48,39,6.86,3,0.23,
251130,20,7,01,1,3574,大　神　　康　司,57,64,6.96,1,0.12,1.50.9
251130,20,7,02,5,5121,定　松　　勇　樹,37,52,6.79,5,0.13,1.51.4
251130,20,7,03,3,3981,今　坂　　晃　広,55,49,6.87,3,0.19,1.53.3
251130,20,7,04,4,4053,芦　澤　　　　望,38,62,6.92,4,0.13,1.54.2
251130,20,7,05,6,5026,安河内　　　　健,3,21,6.80,6,0.17,
251130,20,7,06,2,5271,杉　山　　太　陽,25,75,6.90,2,0.18,
251130,20,8,01,1,4624,高　田　　　　明,22,25,6.83,1,0.23,1.49.9
251130,20,8,02,4,3392,小　森　　信　雄,54,20,6.91,4,0.17,1.51.9
251130,20,8,03,5,4861,田　中　　宏　樹,8,67,6.81,5,0.17,1.52.2
251130,20,8,04,2,5239,上　野　　俊　樹,33,31,6.84,2,0.26,1.53.6
251130,20,8,05,6,5286,坂　井　　滉　哉,35,34,6.85,6,0.15,
251130,20,8,06,3,5072,吉　田　　杏　美,52,27,6.85,3,0.22,
251130,20,9,01,1,5017,澤　田　　尚　也,39,68,6.81,1,0.09,1.51.0
251130,20,9,02,5,4691,水　原　　　　慎,7,13,6.90,5,0.02,1.52.2
251130,20,9,03,2,5155,内　山　　七　海,42,54,6.84,2,0.07,1.53.3
251130,20,9,04,3,4527,高　野　　心　吾,21,33,6.84,3,0.08,1.54.3
251130,20,9,F,4,5161,登　玉　　隼　百,11,23,6.88,4,F0.01,
251130,20,9,F,6,5188,武　井　　莉里佳,56,28,6.83,6,F0.01,
251130,20,10,01,5,4264,長　尾　　章　平,34,38,6.87,5,0.15,1.50.1
251130,20,10,02,1,4994,山　本　　梨　菜,20,56,6.79,1,0.19,1.51.0
251130,20,10,03,3,3777,樋　口　　　　亮,26,74,6.84,3,0.19,1.52.8
251130,20,10,04,4,4610,佐　藤　　大　佑,6,73,6.93,4,0.16,1.53.9
251130,20,10,05,6,3874,山　本　　寛　久,40,12,6.83,6,0.23,
251130,20,10,06,2,4241,大　串　　重　幸,23,57,6.81,2,0.23,
251130,20,11,01,1,4823,中　村　　桃　佳,32,15,6.77,1,0.09,1.50.1
251130,20,11,02,3,3978,齊　藤　　　　仁,47,46,6.86,4,0.22,1.51.0
251130,20,11,03,4,4962,畑　　　　竜　生,17,69,6.79,5,0.19,1.51.6
251130,20,11,04,5,3574,大　神　　康　司,57,64,6.95,2,0.14,1.53.4
251130,20,11,05,6,4053,芦　澤　　　　望,38,62,6.89,6,0.19,
251130,20,11,06,2,4019,笠　原　　　　亮,1,45,6.86,3,0.25,
251130,20,12,01,1,5068,前　田　　　　滉,5,65,6.74,1,0.19,1.49.7
251130,20,12,02,3,3743,林　　　　美　憲,4,42,6.84,3,0.18,1.50.7
251130,20,12,03,4,4601,森　野　　正　弘,10,60,6.88,4,0.18,1.52.4
251130,20,12,04,5,4448,青　木　　玄　太,18,26,6.88,5,0.15,1.52.7
251130,20,12,05,2,4713,白　神　　　　優,49,44,6.81,2,0.14,
251130,20,12,06,6,4580,長谷川　　雅　和,2,66,6.88,6,0.21,
251130,18,1,01,1,4529,嶋　　　　義　信,74,14,6.88,1,0.07,1.50.2
251130,18,1,02,2,5007,近　藤　　雄一郎,55,11,6.90,2,0.09,1.52.0
251130,18,1,03,3,3866,木　山　　誠　一,48,70,6.97,3,0.07,1.54.2
251130,18,1,04,4,3889,須　藤　　隆　雄,64,42,6.96,4,0.11,1.55.2
251130,18,1,05,5,3967,鈴　木　　茂　高,72,46,7.02,5,0.22,
251130,18,1,06,6,5399,長　野　　未　来,23,64,6.92,6,0.15,
251130,18,2,01,1,4537,渡　邉　　和　将,21,50,6.84,1,0.17,1.49.9
251130,18,2,02,3,5213,湯　淺　　紀　香,11,58,6.84,3,0.18,1.51.4
251130,18,2,03,4,3930,岸　本　　　　隆,40,74,6.87,4,0.22,1.53.1
251130,18,2,04,6,5270,小　玉　　啓　太,61,16,6.87,6,0.15,1.54.4
251130,18,2,05,5,5153,佐　藤　　ほのか,70,49,6.89,5,0.12,
251130,18,2,06,2,4319,三　宅　　　　潤,51,15,6.90,2,0.19,
251130,18,3,01,1,3256,三　角　　哲　男,49,32,6.88,1,0.08,1.50.0
251130,18,3,02,4,4219,本　岡　　勝　利,18,51,7.00,4,0.16,1.51.4
251130,18,3,03,2,4395,下　河　　雅　史,54,73,6.90,2,0.12,1.52.0
251130,18,3,04,3,3509,池　　　　千　夏,75,18,6.93,3,0.09,1.54.4
251130,18,3,05,5,3882,新　田　　智　彰,59,75,6.93,5,0.19,
251130,18,3,06,6,5398,鐘ヶ江　　真　司,71,72,6.93,6,0.17,
251130,18,4,01,1,4441,末　永　　由　楽,63,68,6.85,1,0.18,1.49.6
251130,18,4,02,6,3719,辻　　　　栄　蔵,45,34,6.89,6,0.07,1.50.6
251130,18,4,03,4,4009,小　林　　一　樹,69,59,6.92,4,0.11,1.52.9
251130,18,4,04,3,3741,松　尾　　基　成,65,61,6.97,3,0.19,1.55.0
251130,18,4,05,5,4519,清　水　　沙　樹,41,54,6.84,5,0.13,
251130,18,4,06,2,3825,宮　嵜　　隆太郎,62,71,6.95,2,0.17,
251130,18,5,01,1,4501,樋　口　　由加里,42,39,6.88,1,0.02,1.50.0
251130,18,5,02,2,4109,谷　津　　幸　宏,66,17,6.92,2,0.04,1.50.8
251130,18,5,03,4,4294,古　賀　　繁　輝,43,67,6.85,4,0.14,1.52.7
251130,18,5,04,3,3889,須　藤　　隆　雄,64,42,6.96,3,0.11,1.53.7
251130,18,5,05,5,5007,近　藤　　雄一郎,55,11,6.93,5,0.18,
251130,18,5,06,6,3556,田　中　　信一郎,58,43,6.89,6,0.18,
