hd,jcd,rno,chaku,waku,toban,name,motorNo,boatNo,tenjiT,shinnyu,st,raceTime
260630,23,1,06,6,5343,小　林　　礼　央,50,18,6.79,6,0.11,1.55.4
260630,23,2,01,1,4124,池　田　　雄　一,9,41,6.74,1,0.25,1.50.5
260630,23,2,02,4,4382,高　山　　智　至,7,8,6.73,4,0.17,1.51.9
260630,23,2,03,2,4466,南　　　　佑　典,42,5,6.80,2,0.26,1.53.3
260630,23,2,04,5,5344,谷　口　　　　丞,26,17,6.83,5,0.15,1.54.1
260630,23,2,05,3,5117,冨名腰　　桃　奈,48,9,6.71,3,0.23,1.55.3
260630,23,2,06,6,5391,出　穂　　和　鼓,21,36,6.70,6,0.15,1.56.6
260630,23,3,01,4,4358,松　本　　庸　平,13,20,6.65,4,0.10,1.49.6
260630,23,3,02,3,4556,竹　井　　奈　美,58,35,6.69,3,0.06,1.50.8
260630,23,3,03,6,5211,高　井　　駿　弥,47,29,6.80,6,0.07,1.52.8
260630,23,3,04,5,5299,西　丸　　敦　基,40,46,6.74,5,0.11,1.53.2
260630,23,3,05,2,5201,村　上　　宗太郎,17,38,6.81,2,0.05,1.55.3
260630,23,3,F,1,4518,大須賀　　　　友,44,57,6.66,1,F0.02,
260630,23,4,01,1,4871,菊　池　　宏　志,31,55,6.69,1,0.11,1.49.6
260630,23,4,02,4,5224,西　岡　　顕　心,32,45,6.67,4,0.20,1.49.7
260630,23,4,03,2,4788,小　池　　哲　也,59,27,6.72,2,0.15,1.52.8
260630,23,4,04,6,4424,松　尾　　昂　明,53,3,6.65,6,0.16,1.53.4
260630,23,4,05,3,4425,大　井　　清　貴,38,19,6.76,3,0.14,1.53.4
260630,23,4,06,5,3568,木　村　　光　宏,41,47,6.73,5,0.21,1.58.2
260630,23,5,01,2,5014,梶　山　　涼　斗,10,33,6.70,2,0.09,1.49.6
260630,23,5,02,3,4568,廣　瀬　　真　也,25,22,6.70,3,0.12,1.50.9
260630,23,5,03,5,4840,鈴　木　　秀　茉,18,42,6.67,5,0.16,1.52.5
260630,23,5,04,4,4786,佐　藤　　博　亮,1,24,6.72,4,0.17,1.52.5
260630,23,5,05,1,3232,山　川　　美由紀,33,34,6.74,1,0.14,1.54.0
260630,23,5,06,6,5285,若　林　　　　麗,20,54,6.73,6,0.19,1.57.8
260630,23,6,01,1,5009,大　賀　　龍之介,16,13,6.71,1,0.19,1.50.5
260630,23,6,02,2,4977,馬　野　　　　耀,24,11,6.71,2,0.13,1.51.9
260630,23,6,03,3,5344,谷　口　　　　丞,26,17,6.75,3,0.10,1.54.1
260630,23,6,04,5,4680,後　藤　　美　翼,12,21,6.72,5,0.21,1.54.6
260630,23,6,05,4,4428,有　賀　　達　也,60,37,6.75,4,0.15,1.56.3
260630,23,6,06,6,4854,大　橋　　由　珠,14,49,6.72,6,0.19,1.56.8
260630,23,7,01,2,5095,小　原　　聡　将,8,39,6.68,2,0.06,1.49.6
260630,23,7,02,4,4271,川　崎　　公　靖,35,44,6.70,4,0.01,1.51.3
260630,23,7,03,5,4294,古　賀　　繁　輝,22,51,6.69,5,0.05,1.54.1
260630,23,7,04,1,4023,柴　田　　友　和,19,4,6.71,1,0.05,1.54.8
260630,23,7,05,6,4382,高　山　　智　至,7,8,6.68,6,0.11,1.55.9
260630,23,7,06,3,5211,高　井　　駿　弥,47,29,6.74,3,0.03,1.57.3
260630,23,8,01,3,5028,原　田　　才一郎,2,10,6.61,3,0.24,1.49.3
260630,23,8,02,1,4425,大　井　　清　貴,38,19,6.74,1,0.25,1.51.1
260630,23,8,03,2,4358,松　本　　庸　平,13,20,6.61,2,0.33,1.52.0
260630,23,8,04,6,5271,杉　山　　太　陽,28,52,6.73,6,0.22,1.53.9
260630,23,8,05,4,5343,小　林　　礼　央,50,26,6.71,4,0.21,1.55.5
260630,23,8,06,5,5391,出　穂　　和　鼓,21,36,6.74,5,0.25,1.57.4
260630,23,9,01,1,4840,鈴　木　　秀　茉,18,42,6.65,1,0.15,1.49.1
260630,23,9,02,5,5139,大　場　　恒　季,55,50,6.68,5,0.17,1.50.0
260630,23,9,03,3,4991,宗　行　　治　哉,15,16,6.69,3,0.20,1.51.2
260630,23,9,04,4,5207,高　山　　敬　悟,29,40,6.60,4,0.52,1.54.8
260630,23,9,05,2,4965,福　岡　　泉　水,54,28,6.72,2,0.25,1.58.0
260630,23,9,06,6,5431,得　山　　大　輝,4,58,6.68,6,0.27,1.59.9
260630,23,10,01,2,4434,田　中　　辰　彦,37,31,6.68,2,0.29,1.50.6
260630,23,10,02,1,5014,梶　山　　涼　斗,10,33,6.68,1,0.16,1.52.0
260630,23,10,03,3,4518,大須賀　　　　友,44,57,6.66,3,0.31,1.53.2
260630,23,10,04,5,4466,南　　　　佑　典,42,5,6.78,4,0.28,1.54.0
260630,23,10,05,6,3303,渡　辺　　　　豊,23,56,6.75,5,0.27,1.54.9
260630,23,10,06,4,5009,大　賀　　龍之介,16,13,6.70,6,0.27,1.55.4
260630,23,11,01,5,4124,池　田　　雄　一,9,41,6.72,5,0.06,1.49.9
260630,23,11,02,4,4871,菊　池　　宏　志,31,55,6.68,4,0.08,1.50.9
260630,23,11,03,1,4428,有　賀　　達　也,60,37,6.66,1,0.18,1.52.2
260630,23,11,04,6,5095,小　原　　聡　将,8,39,6.70,6,0.08,1.53.9
260630,23,11,05,3,3232,山　川　　美由紀,33,34,6.72,3,0.21,1.55.1
260630,23,11,06,2,5299,西　丸　　敦　基,40,46,6.65,2,0.20,1.58.0
260630,23,12,01,3,4294,古　賀　　繁　輝,22,51,6.66,3,0.12,1.50.5
260630,23,12,02,1,5224,西　岡　　顕　心,32,45,6.67,1,0.14,1.50.9
260630,23,12,03,2,4556,竹　井　　奈　美,58,35,6.70,2,0.17,1.52.4
260630,23,12,04,6,4786,佐　藤　　博　亮,1,24,6.71,6,0.18,1.52.7
260630,23,12,05,5,5028,原　田　　才一郎,2,10,6.63,5,0.19,1.54.4
260630,23,12,06,4,4734,安河内　　　　将,11,25,6.77,4,0.17,1.55.5
260630,20,1,01,3,3455,谷　本　　幸　司,8,72,6.86,3,0.11,1.51.9
260630,20,1,02,4,4349,犬　童　　千　秋,6,41,6.80,4,0.24,1.52.7
260630,20,1,03,1,3546,中　里　　昌　志,34,37,6.87,2,0.19,1.53.9
260630,20,1,04,2,3282,池　本　　輝　明,54,61,6.90,1,0.27,1.54.2
260630,20,1,05,5,5209,小　野　　京　平,40,64,6.88,5,0.19,
260630,20,1,06,6,5448,福　田　　柊　人,61,56,6.92,6,0.21,
260630,20,2,01,1,4220,深　川　　和　仁,3,68,6.87,1,0.15,1.50.7
260630,20,2,02,5,4451,松　崎　　祐太郎,28,45,6.86,5,0.15,1.51.8
260630,20,2,03,2,5169,堀　本　　翔　太,17,18,6.83,2,0.18,1.54.0
260630,20,2,04,4,4219,本　岡　　勝　利,62,47,6.91,4,0.21,1.54.7
260630,20,2,05,6,4579,中　嶋　　健一郎,60,71,6.81,6,0.14,
260630,20,2,06,3,5382,山　下　　心　一,55,66,6.86,3,0.41,
260630,20,3,01,1,5195,北　村　　寧　々,33,12,6.84,1,0.15,1.50.0
260630,20,3,02,3,3784,中　島　　友　和,5,11,6.83,3,0.05,1.51.4
260630,20,3,03,5,4791,黒　澤　　めぐみ,11,25,6.82,5,0.11,1.52.5
260630,20,3,04,2,4232,笠　　　　雅　雄,27,35,6.81,2,0.11,1.53.7
260630,20,3,05,6,4437,中　田　　元　泰,47,54,6.84,6,0.16,
260630,20,3,06,4,5136,濱　野　　斗　馬,10,48,6.87,4,0.11,
260630,20,4,01,5,4236,松　村　　　　敏,12,34,6.86,5,0.17,1.51.1
260630,20,4,02,1,4414,大　澤　　真　菜,4,21,6.84,1,0.11,1.52.3
260630,20,4,03,6,4684,楠　原　　翔　太,38,74,6.83,6,0.18,1.54.4
260630,20,4,04,2,5350,網　代　　良　芽,56,24,6.80,2,0.16,1.55.3
260630,20,4,05,4,5398,鐘ヶ江　　真　司,23,65,6.81,4,0.09,
260630,20,4,06,3,3943,三　松　　直　美,44,42,6.98,3,0.22,
260630,20,5,01,1,5275,松　田　　淳　平,26,23,6.78,1,0.11,1.50.6
260630,20,5,02,4,5205,刑　部　　亜里紗,19,51,6.74,4,0.30,1.51.7
260630,20,5,03,2,4430,永　田　　秀　二,9,22,6.84,2,0.16,1.53.0
260630,20,5,04,3,4525,真　子　　奈津実,1,20,6.82,3,0.14,1.53.9
260630,20,5,05,5,4564,山　本　　景士郎,46,58,6.86,5,0.24,
260630,20,5,06,6,4879,山　崎　　鉄　平,39,16,6.87,6,0.26,
260630,20,6,01,2,4231,鈴　木　　裕　隆,35,46,6.85,2,0.17,1.51.3
260630,20,6,02,1,3660,長谷川　　親　王,36,38,6.87,1,0.13,1.52.8
260630,20,6,03,5,4069,山　本　　修　一,58,27,6.88,4,0.13,1.53.7
260630,20,6,04,6,4769,馬　場　　　　剛,7,70,6.90,6,0.16,1.55.1
260630,20,6,05,3,3546,中　里　　昌　志,34,37,6.88,3,0.12,
260630,20,6,06,4,5392,安　武　　一　也,16,59,6.87,5,0.11,
260630,20,7,01,1,4239,竹　田　　辰　也,25,40,6.81,1,0.07,1.48.7
260630,20,7,02,4,5170,佐　藤　　太　亮,14,67,6.81,4,0.11,1.52.0
260630,20,7,03,6,3455,谷　本　　幸　司,8,72,6.90,6,0.12,1.53.5
260630,20,7,04,3,4220,深　川　　和　仁,3,68,6.88,3,0.11,1.54.0
260630,20,7,05,2,3212,亀　本　　勇　樹,45,73,6.88,2,0.08,
260630,20,7,06,5,4588,田　中　　京　介,22,43,6.87,5,0.11,
260630,20,8,01,1,5136,濱　野　　斗　馬,10,48,6.89,1,0.07,1.50.7
260630,20,8,02,2,3854,吉　川　　元　浩,52,26,6.82,2,0.11,1.51.3
260630,20,8,03,3,4579,中　嶋　　健一郎,60,71,6.77,3,0.11,1.53.7
260630,20,8,04,6,4439,近　藤　　友　宝,24,19,6.89,6,0.17,1.55.2
260630,20,8,05,4,5375,庄　島　　潤　成,48,28,6.82,4,0.13,
260630,20,8,06,5,4226,村　田　　浩　司,29,75,6.87,5,0.15,
260630,20,9,01,1,4236,松　村　　　　敏,12,34,6.88,1,0.12,1.50.9
260630,20,9,02,2,4246,喜　多　　那由夏,57,57,6.89,2,0.12,1.52.4
260630,20,9,03,3,5109,川　崎　　智　稔,31,29,6.83,3,0.13,1.53.5
260630,20,9,04,4,4232,笠　　　　雅　雄,27,35,6.87,4,0.15,1.55.9
260630,20,9,05,6,5074,大　澤　　誠　也,37,39,7.00,5,0.15,
260630,20,9,06,5,5448,福　田　　柊　人,61,56,6.95,6,0.12,
260630,20,10,01,2,4437,中　田　　元　泰,47,54,6.88,2,0.17,1.49.8
260630,20,10,02,1,5205,刑　部　　亜里紗,19,51,6.78,1,0.18,1.50.6
260630,20,10,03,4,5135,仲　　　　航　太,59,55,6.90,4,0.26,1.53.7
260630,20,10,04,5,5169,堀　本　　翔　太,17,18,6.85,5,0.25,1.55.3
260630,20,10,05,6,3282,池　本　　輝　明,54,61,6.93,6,0.29,
260630,20,10,06,3,4414,大　澤　　真　菜,4,21,6.83,3,0.19,
260630,20,11,01,2,5398,鐘ヶ江　　真　司,23,65,6.84,2,0.14,1.51.3
260630,20,11,02,5,4349,犬　童　　千　秋,6,41,6.85,5,0.19,1.52.4
260630,20,11,03,1,4791,黒　澤　　めぐみ,11,25,6.86,1,0.13,1.53.0
260630,20,11,04,3,4069,山　本　　修　一,58,27,6.89,3,0.18,1.54.7
260630,20,11,05,4,5275,松　田　　淳　平,26,23,6.87,4,0.10,
260630,20,11,06,6,4219,本　岡　　勝　利,62,47,6.90,6,0.26,
260630,20,12,01,1,4451,松　崎　　祐太郎,28,45,6.91,1,0.11,1.50.6
260630,20,12,02,2,5170,佐　藤　　太　亮,14,67,6.86,2,0.11,1.51.7
260630,20,12,03,3,4430,永　田　　秀　二,9,22,6.93,3,0.14,1.53.8
260630,20,12,04,5,5350,網　代　　良　芽,56,24,6.87,5,0.15,1.55.1
260630,20,12,05,4,4231,鈴　木　　裕　隆,35,46,6.90,4,0.17,
260630,20,12,06,6,3784,中　島　　友　和,5,11,6.91,6,0.23,
260630,19,1,01,1,4846,佐　藤　　駿　介,72,27,6.80,1,0.07,1.49.2
260630,19,1,02,3,5102,原　田　　雄　次,31,19,6.74,3,0.07,1.50.4
260630,19,1,03,2,4173,岡　谷　　健　吾,64,42,6.80,2,0.06,1.52.2
260630,19,1,04,4,4380,鈴　木　　峻　佑,30,65,6.72,5,0.09,1.53.4
260630,19,1,05,6,4395,下　河　　雅　史,46,25,6.79,6,0.09,
260630,19,1,06,5,5179,藤　本　　元　輝,47,60,6.76,4,0.09,
260630,19,2,01,2,4562,阪　本　　勇　介,61,43,6.76,2,0.26,1.50.4
260630,19,2,02,6,4051,清　水　　敦　揮,20,22,6.81,6,0.23,1.51.7
260630,19,2,03,1,4138,中　井　　俊　祐,44,51,6.71,1,0.37,1.53.3
260630,19,2,04,3,4656,大　崎　　　　翔,60,52,6.74,3,0.21,1.54.1
260630,19,2,05,5,3860,松　本　　浩　貴,12,61,6.80,5,0.25,
260630,19,2,06,4,5237,永　松　　良　教,39,21,6.79,4,0.26,
260630,19,3,01,1,4054,福　嶋　　智　之,43,68,6.75,1,0.15,1.50.4
260630,19,3,02,2,3297,藤　丸　　光　一,41,18,6.73,2,0.20,1.51.2
260630,19,3,03,4,4797,中　山　　　　将,35,41,6.81,4,0.16,1.51.9
260630,19,3,04,6,4296,岡　崎　　恭　裕,65,17,6.81,6,0.21,1.52.8
260630,19,3,05,5,5262,鈴　木　　章　司,14,29,6.82,5,0.22,
260630,19,3,06,3,5315,浅　井　　　　翼,51,40,6.76,3,0.21,
260630,19,4,01,2,4302,西　野　　翔　太,24,67,6.73,1,0.16,1.48.6
260630,19,4,02,5,5311,小　林　　京　平,33,35,6.79,5,0.10,1.51.6
260630,19,4,03,1,4327,加　藤　　　　翔,22,48,6.76,2,0.19,1.53.4
260630,19,4,04,6,3792,田　中　　　　豪,19,13,6.75,6,0.12,1.53.4
260630,19,4,05,4,5308,藤　森　　拓　海,40,15,6.78,4,0.12,
260630,19,4,06,3,4587,木　田　　峰由季,27,23,6.77,3,0.29,
260630,19,5,01,1,4033,伊　藤　　将　吉,28,47,6.78,1,0.03,1.49.9
260630,19,5,02,2,4121,富　永　　修　一,57,14,6.76,2,0.07,1.51.7
260630,19,5,03,5,4796,春　園　　功　太,17,53,6.74,5,0.11,1.51.9
260630,19,5,04,4,4336,松　田　　竜　馬,68,20,6.82,4,0.11,1.53.1
260630,19,5,05,3,4563,齋　藤　　真　之,52,57,6.79,3,0.11,
260630,19,5,06,6,4176,樋　口　　喜　彦,13,44,6.87,6,0.13,
260630,19,6,01,3,4926,吉　川　　貴　仁,67,73,6.77,3,0.13,1.49.1
260630,19,6,02,5,4090,中　村　　　　尊,18,55,6.76,5,0.16,1.50.3
260630,19,6,03,4,4846,佐　藤　　駿　介,72,27,6.82,4,0.29,1.51.7
260630,19,6,04,6,5049,松　井　　友　汰,54,49,6.80,6,0.21,1.51.8
260630,19,6,05,1,3812,山　崎　　聖　司,11,56,6.79,1,0.18,
260630,19,6,06,2,5237,永　松　　良　教,39,21,6.81,2,0.15,
260630,19,7,01,2,5158,宮　脇　　遼　太,63,36,6.69,3,0.10,1.49.7
260630,19,7,02,3,3952,中　澤　　和　志,42,58,6.75,4,0.14,1.51.4
260630,19,7,03,1,4380,鈴　木　　峻　佑,30,65,6.76,1,0.09,1.52.5
260630,19,7,04,5,5186,遠　藤　　圭　吾,36,39,6.90,6,0.18,1.53.1
260630,19,7,05,6,3297,藤　丸　　光　一,41,18,6.77,2,0.21,
260630,19,7,06,4,4562,阪　本　　勇　介,61,43,6.72,5,0.19,
260630,19,8,01,4,4674,池　田　　剛　規,38,50,6.79,4,0.12,1.50.7
260630,19,8,02,1,4025,山　本　　隆　幸,58,34,6.76,1,0.24,1.52.4
260630,19,8,03,2,3860,松　本　　浩　貴,12,61,6.77,2,0.17,1.54.1
260630,19,8,04,6,4533,峰　重　　侑　治,73,46,6.78,6,0.13,1.55.2
260630,19,8,05,5,4173,岡　谷　　健　吾,64,42,6.79,5,0.13,
260630,19,8,06,3,3891,谷　口　　健　一,69,69,6.78,3,0.23,
260630,19,9,01,1,4306,畔　柳　　俊　吾,66,54,6.76,1,0.26,1.50.3
260630,19,9,02,6,3961,谷　村　　一　哉,71,63,6.81,6,0.25,1.51.6
260630,19,9,03,3,4683,向井田　　直　弥,34,33,6.81,3,0.24,1.52.1
260630,19,9,04,4,4395,下　河　　雅　史,46,25,6.87,4,0.26,1.52.4
260630,19,9,05,2,5311,小　林　　京　平,33,35,6.83,2,0.35,
260630,19,9,06,5,4563,齋　藤　　真　之,52,57,6.77,5,0.27,
260630,19,10,01,3,3792,田　中　　　　豪,19,13,6.85,3,0.16,1.49.8
260630,19,10,02,1,4797,中　山　　　　将,35,41,6.76,1,0.19,1.51.1
260630,19,10,03,2,5102,原　田　　雄　次,31,19,6.81,2,0.22,1.52.3
260630,19,10,04,5,4656,大　崎　　　　翔,60,52,6.83,5,0.12,1.52.9
260630,19,10,05,6,4121,富　永　　修　一,57,66,6.78,6,0.13,
260630,19,10,06,4,5049,松　井　　友　汰,54,49,6.78,4,0.15,
260630,19,11,01,1,4090,中　村　　　　尊,18,55,6.74,1,0.09,1.48.3
260630,19,11,02,2,4796,春　園　　功　太,17,53,6.70,2,0.06,1.50.3
260630,19,11,03,4,4302,西　野　　翔　太,24,67,6.75,4,0.09,1.51.8
260630,19,11,04,6,5158,宮　脇　　遼　太,63,36,6.69,6,0.14,1.53.1
260630,19,11,05,3,5179,藤　本　　元　輝,47,60,6.79,3,0.09,
260630,19,11,06,5,4138,中　井　　俊　祐,44,51,6.77,5,0.12,
260630,19,12,01,1,3952,中　澤　　和　志,42,58,6.73,1,0.07,1.49.8
260630,19,12,02,4,4033,伊　藤　　将　吉,28,47,6.77,4,0.13,1.50.9
260630,19,12,03,3,4296,岡　崎　　恭　裕,65,17,6.81,3,0.08,1.51.9
260630,19,12,04,2,4051,清　水　　敦　揮,20,22,6.84,2,0.11,1.52.3
260630,19,12,05,5,4025,山　本　　隆　幸,58,34,6.73,5,0.17,
260630,19,12,06,6,4926,吉　川　　貴　仁,67,73,6.73,6,0.12,
260630,17,1,01,1,4790,柳　内　　敬　太,17,22,6.72,1,0.11,1.51.9
260630,17,1,02,2,4390,松　本　　弓　雄,64,12,6.73,2,0.15,1.52.8
260630,17,1,03,6,4275,菅　野　　はやか,19,28,6.72,5,0.21,1.54.6
260630,17,1,04,3,3974,深　山　　祐　二,63,31,6.68,3,0.15,1.56.0
260630,17,1,05,4,5085,中　村　　栄　治,21,16,6.70,4,0.13,1.57.5
260630,17,1,06,5,5442,池　田　　美　優,22,23,6.74,6,0.24,1.58.8
260630,17,2,01,2,4661,中　島　　昂　章,53,33,6.73,2,0.23,1.51.1
260630,17,2,02,3,4447,深　川　　麻奈美,54,67,6.72,3,0.17,1.52.7
260630,17,2,03,6,5152,丸　山　　祐　也,78,64,6.76,6,0.19,1.54.7
260630,17,2,04,5,5412,久保田　　凪　紗,20,61,6.81,5,0.17,1.54.9
260630,17,2,05,4,3642,大　塚　　浩　二,61,69,6.81,4,0.18,1.55.7
260630,17,2,06,1,3372,加　藤　　雅　之,76,29,6.76,1,0.21,1.57.1
260630,17,3,01,6,4343,村　岡　　　　賢,26,82,6.78,5,0.21,1.51.2
260630,17,3,02,1,4511,中　岡　　健　人,60,21,6.77,1,0.18,1.52.0
260630,17,3,03,4,4861,田　中　　宏　樹,25,75,6.71,4,0.17,1.52.2
260630,17,3,04,2,4040,廣　瀬　　将　亨,69,57,6.75,2,0.21,1.54.6
260630,17,3,05,5,5462,山　浦　　　　槙,37,25,6.73,6,0.24,1.54.8
260630,17,3,06,3,3948,大　町　　利　克,50,54,6.85,3,0.24,1.58.4
260630,17,4,01,1,4359,横　川　　聖　志,67,73,6.80,1,0.13,1.50.9
260630,17,4,02,5,3984,坂　口　　　　周,74,60,6.73,5,0.21,1.51.9
260630,17,4,03,3,3605,中　村　　守　成,57,20,6.75,3,0.17,1.53.4
260630,17,4,04,6,4290,稲　田　　浩　二,81,70,6.71,6,0.31,1.54.1
260630,17,4,05,2,3652,森　下　　　　勇,28,71,6.74,2,0.13,1.56.3
260630,17,4,06,4,4244,鈴　木　　成　美,12,66,6.72,4,0.15,1.57.7
260630,17,5,01,1,5029,中　　　　亮　太,38,27,6.59,1,0.15,1.49.9
260630,17,5,02,6,4771,下　寺　　秀　和,34,77,6.63,6,0.33,1.51.9
260630,17,5,03,5,4119,泥　谷　　一　毅,30,72,6.65,5,0.19,1.53.1
260630,17,5,04,3,5065,伊久間　　陽　優,32,81,6.59,3,0.13,1.54.5
260630,17,5,05,4,3932,池　田　　浩　美,14,11,6.73,4,0.27,1.56.1
260630,17,5,06,2,4143,浦　田　　晃　嗣,29,19,6.67,2,0.15,1.56.2
